"codigo";"descricao";"descricao_breve"
"C69";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C70";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C71";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C72";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C73";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C74";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C75";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C76";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C77";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C78";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C79";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C80";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C81";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C82";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C83";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C84";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C85";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C86";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C87";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C88";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C89";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C90";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C91";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C92";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C93";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C94";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C95";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C96";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C97";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C98";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"C99";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D00";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D01";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D02";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D03";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D04";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D05";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D06";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D07";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D08";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D09";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D10";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D11";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D12";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D13";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D14";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D15";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D16";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D17";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D18";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D19";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D20";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D21";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D22";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D23";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D24";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D25";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D26";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D27";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D28";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D29";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D30";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D31";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D32";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D33";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D34";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D35";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D36";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D37";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D38";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D39";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D40";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D41";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D42";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D43";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D44";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D45";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D46";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D47";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D48";"Capítulo II - Neoplasias [tumores]";"II.  Neoplasias (tumores)"
"D50";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D51";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D52";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D53";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D54";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D55";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D56";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D57";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D58";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D59";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D60";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D61";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D62";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D63";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D64";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D65";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D66";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D67";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D68";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D69";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D70";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D71";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D72";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D73";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D74";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D75";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D76";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D77";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D78";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D79";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D80";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D81";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D82";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D83";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D84";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D85";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D86";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D87";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D88";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"D89";"Capítulo III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários";"III. Doenças sangue órgãos hemat e transt imunitár"
"E00";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E01";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E02";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E03";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E04";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E05";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E06";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E07";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E08";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E09";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E10";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E11";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E12";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E13";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E14";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E15";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E16";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E17";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E18";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E19";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E20";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E21";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E22";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E23";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E24";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E25";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E26";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E27";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E28";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E29";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
